Item_Iden,Item_Weig,Item_Fat_,Item_Visib,Item_Type,Item_MRP,Outlet_Ide,Outlet_Est,Outlet_Siz,Lo_Outlet_,Typ_Item_O,Item_Sales
FDN01,15.073202094033613,Regular,0.17146877788342266,Baking Goods,148.88549766520828,OUT047,2013,High, Tier 3 ,DCO,1480.7590169185373
FDX16,24.212332866111694,Regular,0.09089985076786929,Baking Goods,84.99905933709414,OUT001,2011,Small,Tier 1,Hypermarket,191.4607681693281
FDN08,16.85303007873158,Regular,0.11476029627844501,Baking Goods,128.24818514037784,OUT056,2007,Very High,Tier 3,DCO,574.694698153522
DRC04,16.507560218680297,No Fat,0.09398678983407474,Baking Goods,150.76073916529498,OUT040,2019,Medium,Tier 2,DCO,843.3504853902907
FDA10,10.57388953016883,reg,0.07250181230730295,Seafood,237.28452456657374,OUT020,2012,Very High,Tier 1,Supermarket,924.7442051833054
FDA06,15.80359270159597,LF,0.08588154198869745,Frozen Foods,142.26988079185912,OUT055,2019,High, Tier 3 ,Shopping Complex,932.1588288927451
FDX16,9.824041863910699,reg,0.041496449103685766,Canned,212.6728646843469,OUT040,2021,High,Rural,Hypermarket,1643.2128494182323
DRC03,12.44393116525243,reg,0.04559282072595952,Household,222.79677449139857,OUT023,2011,Medium, Tier 1 ,Grocery Store,1798.6500437033774
FDA23,20.204501437228288,low fat ,0.04517985422920588,Canned,169.83669570926344,OUT045,2007,Small,Tier 1,Shopping Complex,202.0915261203088
FDA17,15.254417678532066,No Fat,0.15513490881121555,Baking Goods,152.39123949651147,OUT005,2012,High,Tier 3,Hypermarket,840.5735908884969
FDX02,12.160414072597181,low fat,0.2097090530584702,Baking Goods,210.5271836655699,OUT055,2021,Very High,Tier 1,Grocery Store,393.6171230872843
FDX04,11.447800068437164,low fat,0.05837248706308987,Baking Goods,192.0071926614425,OUT006,2021, High ,Tier 3,Grocery Store,74.64811538919457
FDA03,8.775827121858876,reg,0.02484821916339434,Fruits and Veggies,153.34225188669228,OUT016,2006,Small,Tier 2,,950.4344186972764
FDX07,,No Fat,0.04237583880658176,Baking Goods,64.06314543911597,OUT045,2014,Small,Tier 1,Hypermarket,426.5960215523005
DRC08,13.079397438522452,reg ,0.07157433168861047,Snack Foods,142.73612073983,OUT029,2018,Very High,Tier 1,Grocery Store,806.3212552266586
FDX17,8.367118801694751,low fat,0.07121423789216048,Hard Drinks,167.9074704813822,OUT009,2013,Small,Rural,DCO,573.2842576842576
DRC11,13.500672539774998,Low Fat,0.02244249604609198,Breads,163.5183987864863,OUT047,2010,Small,Zone A,DCO,609.8893463842562
FDN13,11.88719173043475,LF,0.0390509441849987,Household,164.67537555343927,OUT005,2006,Very High,Tier 3,Grocery Store,738.9091266398849
FDN08,10.607497004006799,reg,0.018802263448033138,Others,173.83488215690716,OUT036,2007,Medium,Tier 3,Grocery Store,1523.3264786854513
FDN10,10.00433929686653,No Fat,0.061071039795815865,Breakfast,207.3128451664224,OUT051,2013,High,Rural,DCO,1562.4031752135472
FDA08,16.163817493021682,Regular,0.036761272794783806,Fruits and Veggies,153.23244813345877,OUT039,2020,Very High,Tier 3,Shopping Complex,548.8373361892591
FDX04,12.225372062966684,No Fat,0.10345938286956408,Household,71.11395724764328,OUT035,2014,High,Tier 2,Grocery Store,846.4390113212637
DRC05,8.971059980180907,Regular,0.03412109788710574,Canned,144.15110103901736,OUT036,2010,Very High,Tier 1,Shopping Complex,895.4644317623307
FDN04,19.634619165138595,reg,0.1034930804587428,Seafood,96.83556205562783,OUT056,2008,Small,Tier 1,Hypermarket,-64.90414240735754
FDN11,17.26199052208018,L.F.,0.10630160565132411,Baking Goods,150.5433021350318,OUT011,2018,Very High,Rural,Grocery Store,964.6158806293627
FDA20,7.283906363168953,low fat,0.06970731966824979,Meat,174.7583504576659,OUT039,2015,High,Tier 3,Hypermarket,342.694835882588
FDA10,18.14665765547919,LF,0.04209121893762957,Baking Goods,128.97362922538338,OUT031,2019,Very High,Tier 3,Grocery Store,188.8735354520203
FDX02,17.19109255763856,reg,0.08296245028043842,Meat,160.6744949515135,OUT026,2010,Medim,Tier 1,GroceryStore,841.8794245482042
FDN13,15.868869334444495,No Fat,0.09888191049346459,Fruits and Veggies,174.7386332798248,OUT059,2012,High,Tier 1,Hypermarket,47.24595917161014
FDN04,13.553699800321773,Low Fat,0.18515340658563842,Others,72.92223956441923,OUT041,2019,Small,Rural,Supermarket,-89.17790916536023
FDX06,18.32792688736533,LF,0.06291809620358986,Canned,139.03436924375356,OUT005,2019,,Tier 1,DCO,1142.416728662782
FDN13,9.953575628699797,reg,0.014483808695521568,Health and Hygiene,44.74039129088261,OUT027,2011,High,Tier 2,Shopping Complex,474.4549194693062
DRC11,9.22850519854639,low fat,0.13833241955163125,Baking Goods,183.17796006096063,OUT031,2009,Medium,Tier 1 ,Hypermarket,1354.8121230153376
FDX07,8.005798166493339,Regular,0.06303331748787575,Hard Drinks,104.40309365495193,OUT047,2021,Small,Tier 3,Grocery Store,647.2782879521528
FDA02,18.898394540523647,reg,0.07445920526186434,Drinks,162.9041371030883,OUT048,2016,Small,Rural,Supermarket,826.0689808461768
FDX13,16.01277291698396,reg,0.02625002278546693,Breads,296.5896720109276,OUT009,2012,Small,Tier 1,DCO,1738.7635420650738
DRC14,12.528453639973511,reg,0.21016973536177716,Baking Goods,109.39364722135912,OUT003,2014,Medium,Rural,Hypermarket,378.3023421370447
FDX06,9.039551449919735,low fat,0.07059700759203892,Vegetables,105.28394984046992,OUT032,2021,High,Tier 2,Supermarket,413.0439903354726
DRC10,3.8351505757951614,reg,0.1133663395940127,Snack Foods,140.93919149253296,OUT034,2018,Small,Tier 3,Grocery Store,314.0171638810059
FDN01,10.532793593532785,No Fat,0.07765891439262228,Baking Goods,134.1773869657893,OUT031,2005,Small,Tier 3,Supermarket,652.4960904881484
DRC13,15.120250320396861,low fat,0.08789909270838837,Starchy Foods,190.00157753213622,OUT050,2017,Medium,Tier 3,Hypermarket,2227.969558904122
FDX17,6.6099650523121545,Low Fat,0.016925513734701917,Snack Foods,257.7591612425148,OUT056,2018,High,Tier 3,Grocery Store,720.509962617147
DRC01,10.688324825915238,Regular,0.027531415740033382,Baking Goods,102.08471736364598,OUT035,2009,High,Tier 3,DCO,1112.8750788463444
FDA23,22.000168864122926,LF,0.13853190462959494,Baking Goods,98.04504937570246,OUT016,2009,Very High,Tier 1,Grocery Store,-7.0385261596794635
FDA16,12.045144274710802,LF,0.14949558950012046,Frozen Foods,182.9269423077822,OUT057,2007,Small,Tier 3,DCO,977.8225042093384
FDA13,22.227258052464535,low fat,0.021645590578441468,Drinks,233.95030638327324,OUT036,2021,Small,Tier 2,Hypermarket,636.180630270097
FDN01,14.188411156657544,Low Fat,0.08133238535694455,Baking Goods,116.89674678735855,OUT016,2017,Large,Tier 1,Hypermarket,-204.3736306091164
FDA01,12.348097879558345,Low Fat,0.18214474651593285,Dairy,133.60390787228621,OUT005,2015,Medium,Rural,Hypermarket,874.9081521799761
DRC09,10.20188312414464,reg,0.08624271206319799,Starchy Foods,191.31767994975223,OUT031,2008,Medium,Tier 1,Hypermarket,363.4149120802173
FDA13,8.041908757304157,reg,,Frozen Foods,63.95956255613643,OUT004,2013,Small,Tier 1,Supermarket,
FDX03,10.190439657196123,LF,0.27282530100096974,Breads,198.09379616847679,OUT037,2021,Very High,Rural,Grocery Store,2035.846639786364
FDA04,14.82531106730222,reg,0.1807505404777296,Seafood,152.84668236451031,OUT032,2016,Very High,Rural,DCO,512.6343353871141
DRC12,11.809558757631068,Low Fat,0.07485729796815761,Baking Goods,79.90980715374708,OUT009,2005,Small,Tier 1,Shopping Complex,619.2112340423504
FDN14,15.806326804412127,LF,0.12758979855937852,Household,171.88183820352685,OUT005,2012,Very High,Rural,Grocery Store,676.4752967016764
FDX08,14.239261933412193,low fat,0.08819238146317426,Household,179.42648638302154,OUT018,2021,,Rural,Grocery Store,1447.801457663155
FDA05,15.17777234817097,No Fat,0.034885901915030625,Soft Drinks,180.6457654836626,OUT047,2021,Hgh,Tier 1,Shopping Complex,963.4574956173408
FDN14,14.832183140744641,,0.04383274489497915,Seafood,219.25686001371702,OUT018,2009,High,Tier 2,Shopping Complex ,971.1900989676056
FDA02,8.957010696492972,No Fat,0.13873698863988582,Breakfast,159.14861461113642,OUT017,2005,High,Tier 2,Hypermarket,1332.3691068250027
FDA07,7.157473067870178,LF,0.02034070235680522,Baking Goods,255.38104368440915,OUT013,2017,,Rural,Shopping Complex,1114.1655667796338
FDX11,11.407669334901225,No Fat,0.06440212509692539,Baking Goods,141.72224386818675,OUT024,2019,Very High,Tier 2,Grocery Store,920.8085113717274
DRC07,14.996232589839085,low fat,0.17339708306870336,Dairy,160.93502394687704,OUT017,2006,Very High,Tier 2,Hypermarket,1194.2159876372714
FDX05,14.544274180450108,No Fat,0.008730676010348846,Baking Goods,166.88178636998654,OUT030,2016,High,Tier 3,,1165.970600474905
FDX05,16.674270616436527,reg,0.10656124131596503,Others,147.0581490989787,OUT022,2017,High,Tier 1,Shopping Complex,436.0033286152862
DRC13,18.350346956954144,LF,0.10047846490686971,Dairy,198.24902154595682,OUT023,2008,High ,Tier 1,Supermarket,1220.2804490674612
DRC06,15.162053972780942,No Fat,0.08475072183433986,Drinks,152.2330618376448,OUT058,2008,Medium,Tier 3,DCO,421.2256484978239
DRC08,14.069938388939875,LF,0.029388638866925963,Canned,149.41483549915662,OUT004,2008,Small,Tier 2,DCO,-100.28593621632513
FDA09,6.9178107355769995,reg,0.0367259893563921,Breakfast,86.22768957467044,OUT046,2020,Medium ,Rural,Dist. Center,516.1917019462697
FDX16,17.173592965603333,Low Fat,0.03113887162114457,Snack Foods,185.23232565012177,OUT050,2008,Very High,Tier 1,Shopping Complex,309.09921530557745
FDA09,14.30708225586463,No Fat,0.11743366026106905,Canned,114.3528390201291,OUT034,2009,Very High,Rural,DCO,-99.19930458336216
FDA11,,No Fat,0.056962005968982155,Seafood,102.14912105840969,OUT040,2007,Medium,Tier 1,Hypermarket,541.1814442327815
FDN02,6.565725394198804,low fat,0.03060337477983727,Seafood,192.62812374329252,OUT013,2005,High,Tier 2,Grocery Store,424.7475491904189
DRC06,20.710230325327558,Low Fat,0.03827232472629164,Drinks,122.05487767318584,OUT046,2009,Very High,Countryside,,882.7668310115848
DRC07,13.298167749852059,reg,0.08554331711450916,Health and Hygiene,242.00847274497337,OUT043,2009,Very High,Tier 2,Grocery Store,1310.1410312123678
FDA16,14.668173105377218,LF,0.07802644226723562,Meat,73.34288578629403,OUT042,2011,Very High,Tier 2,Hypermarket,64.20557664555457
FDA05,19.520485061876894,LF,0.3155604416282081,Fruits and Veggies,,OUT052,2009,High,Rural,Grocery Store,
DRC07,9.706353011256217,Regular,-0.03518659077245912,Baking Goods,162.20771811280218,OUT058,2018,High,Rural,Hypermarket,871.077891481841
FDN01,11.266246952977548,LF,0.038845414721456986,Vegetables,126.9185016204335,OUT048,2012,Very High ,Tier 3,Shopping Complex,282.27424011285393
DRC12,13.583275910741994,Regular,0.08533261892234129,Canned,170.34748371891348,OUT001,2010,Small,Tier 2,Shopping Complex,787.1872044845383
DRC08,15.495249467838262,No Fat,0.044889035954429786,Snack Foods,218.37022209943814,OUT006,2014,Medium,Tier 3,Grocery Store,851.5929978452004
FDA13,11.990864187514363,low fat ,0.011997918721457872,Fruits and Veggies,190.72151183197516,OUT041,2016,Very High,Tier 1,Grocery Store,918.6407779352925
DRC14,15.967850835737533,LF,0.13082753646634065,Breads,73.37950555756389,OUT024,2019,Small,Tier 3,Supermarket,208.128537886636
FDN12,17.46243833430488,Regular,0.28451011836992895,Health and Hygiene,147.40432908820026,OUT003,2020,Mega,Tier 2,Hypermarket,1632.478992000686
FDN03,11.58803322801283,No Fat ,0.01269126233187401,Breakfast,292.9466229732217,OUT051,2012,Very High,Tier 3,Hypermarket,1926.018344268275
FDA07,5.6982740205082845, LF ,0.026298839598614628,Breakfast,156.90715193680964,OUT051,2011,Medium,Tier 1,DCO,393.4888260176624
FDN06,16.239916705362155,LF,0.19095644771330722,Baking Goods,103.88165987519318,OUT047,2008,High,Tier 1,Grocery Store,473.18557089863
FDX05,12.14720667187881,Low Fat,0.35,Baking Goods,115.40926740342076,OUT016,2006,High,Tier 2,Shopping Complex,978.0217730648058
FDX17,22.49102442776271,,0.11706023233869473,Dairy,123.33510039536338,OUT008,2013, Small ,Rural,Supermarket,968.220812539588
DRC07,9.809127855667661,low fat ,0.0734150347292858,Baking Goods,178.91587643054993,OUT029,2013,Medium,Countryside,Supermarket,524.0283472958413
FDN16,14.547315249455448,Regular,0.100767396309575,Canned,144.58037476814496,OUT040,2006,Very High,Tier 3,DCO,1103.2356781685526
FDN14,16.919897891672544,Low Fat,0.0693671811250014,Drinks,51.795316821541846,OUT004,2015,High,Tier 1,,456.7250141522761
FDA03,13.750821268210759,Regular,0.05465727548376824,Canned,134.8312722282349,OUT023,2009,Very High,Tier 3,Supermarket,550.8828885591658
DRC10,16.026622786608648,No Fat,0.05088786574259297,Frozen Foods,113.42386883783747,OUT016,2005,Med,Tier_2,Grocery Store,540.0788688599802
FDA12,11.659247228675868,reg,,Canned,25.0,OUT049,2015,V. High,Tier 3,Supermarket,
FDA02,9.738703221889075,No Fat,0.24230655805127127,Starchy Foods,,OUT039,2014,High,Zone A,Supermarket ,
FDX16,14.084082363630637,Low Fat,0.08265269916650934,Dairy,162.95562401603172,OUT031,2019,Very High,Tier 3,Supermarket,174.38335065943954
FDA13,25.738334657458054,low fat,0.21822057942369466,Baking Goods,172.12819823596217,OUT004,2005, Small ,Tier 1,Grocery Store,942.0192764885003
FDA09,18.42173350414953,low fat,0.1880860159389294,Dairy,159.66853029344824,OUT053,2015,Very High,Tier 2,Shopping Complex,938.4864802620813
DRC03,9.343209400200742,reg,0.09346943118537773,Others,135.2358645379641,OUT008,2011,High,Tier 1,Supermarket,355.4493812880095
FDA01,12.225161666159256,Regular,0.16611162184338069,Baking Goods,185.84322889116422,OUT059,2021,Very High,Tier 1,Hypermarket,287.1109667115628
DRC12,13.547251478592734,reg,0.1705316214836515,Soft Drinks,105.89372719744071,OUT043,2008,Medium,Tier 2,Grocery Store,1032.5638485932232
FDN13,17.2686505776732,LOW FAT,0.029811272806286142,Baking Goods,164.8981397215068,OUT056,2013,Medium,Rural,Grocery Store,715.9182720495797
FDA22,8.894664034221607,Regular,0.20604714824810447,Seafood,192.78592595455132,OUT059,2017,Small,Tier 2,Hypermarket,1246.926169128964
DRC10,13.496760002122516,Regular,0.05065606745257721,Meat,144.66778257798998,OUT017,2019,Very High,,Supermarket,888.6945335623593
DRC11,18.49955315680254,Low Fat,,Baking Goods,210.82003505653853,OUT050,2017,High,Tier 3,DCO,
FDA08,16.456191145465624,LF,0.0701228164225268,Breads,121.12242624853693,OUT036,2013,Small,Rural,Grocery Store,662.2790424498043
FDX07,14.701871150955906,low fat,0.16866041424242406,Baking Goods,117.14040873120692,OUT016,2020,Very High,Rural,Supermarket,538.3896318014996
FDA06,11.672725078811254,LF,0.04702082560856505,Soft Drinks,112.6396573404139,OUT029,2013,Very High,,Shopping Complex,958.9311498401702
FDA13,8.574051749364203,low fat,0.055514638905747773,Others,144.26332316800764,OUT040,2011,Medium,Rural ,Shopping Complex,614.7575418074282
FDA18,8.936246730910613,LF,0.15224725791151328,Health and Hygiene,109.84355579638091,OUT015,2016,Small,Tier 1,DCO,1394.8485001806412
FDN19,14.714156008552063,reg,0.19316231429474728,Breads,79.91149569603019,OUT020,2006,Small,Tier 2,Supermarket,259.19560306491695
FDN19,16.509925459178806,Regular,0.021302672269155592,Fruits and Veggies,256.6824222440025,OUT009,2018,Small,Tier 2,Grocery Store,1504.0783267284273
FDA11,19.094510768310858,LF,0.08511912360592863,Household,167.02554155903488,OUT026,2016,Very High,Tier 3,Supermarket,1132.6320017026858
DRC10,15.60379979865021,Low Fat,0.1557849186570043,Frozen Foods,84.5251861904943,OUT048,2014,High,Tier 1,Shopping Complex,54.45229991689621
FDA17,14.595464572476468,Low Fat,0.088785169239405,Soft Drinks,182.2063470189933,OUT033,2016,,Tier-1,Hypermarket,1221.7373304851585
DRC02,15.618148773609086,reg ,0.13101723055914472,Health and Hygiene,110.27549449271125,OUT032,2014,Very High,Tier 2,Grocery Store ,158.15358409066056
FDA20,14.336310814498837,reg,0.09039826784651919,Breakfast,116.11726373440042,OUT003,2012,High,Rural,Hypermarket,788.7899622517868
DRC04,15.948338544289285,Low Fat,0.20014430932646854,Hard Drinks,,OUT056,2021,High,Tier 3,Hypermarket,
DRC06,11.753292303122876,Low Fat,0.03188252033182138,Meat,96.10606594671587,OUT033,2018,Large,Tier 1,Grocery Store,-316.46012033967537
DRC13,10.123234927111863,Regular,0.1458484465662284,Frozen Foods,206.35404376854686,OUT046,2012,Mid-Size,Rural,Hypermarket,1130.8367078706642
FDX06,11.962925868383754,LF,0.04948991156238637,Meat,53.459347180794495,OUT013,2012,Small,Tier 2,Grocery Store,777.0874066000181
FDN06,3.68171393305391,low fat,0.09107724431845647,Baking Goods,106.64319775902425,OUT049,2018,High,Tier 1,Shopping Complex,-216.29128298154092
FDN09,14.855825377603031,low fat,0.029028477530365353,Fruits and Veggies,165.03857689104865,OUT041,2005,Very High,Tier 3,Hypermarket,-5.236966632510075
FDN12,18.67725573834834,No Fat,0.07569079200224066,Fruits and Veggies,125.00242036902257,OUT033,2019,Medium,Rural,DCO,192.98638548179503
FDA01,12.725692433130575,Regular,0.04866951705695724,Starchy Foods,27.239653830006034,OUT024,2018,SML,Tier 3,Grocery Store,873.5899935687696
FDN16,14.75595767877193,LF,0.023239286598421848,Seafood,231.09377298760546,OUT019,2015,High,Tier 2,DCO,1109.6778597776884
FDA10,14.724184006169182,Regular,0.03575929248183207,Baking Goods,79.09042420681396,OUT047,2010, Small ,Rural Area,Supermarket ,511.1276352572831
FDX15,15.046771861173811,reg,0.07800247098359613,Baking Goods,119.54098864417834,OUT017,2021,Large,Tier 3,Hypermarket,394.0976161124491
FDX07,14.171747355391076,No Fat,0.0327162816193478,Breads,219.86475075416962,OUT040,2013,Very High,Tier 2,Supermarket,1000.762060862887
FDN12,7.504242046521925,Low Fat,0.1723215675658294,Household,237.0077430449934,OUT025,2006,Very High,Tier 2,Hypermarket,1252.741472754439
FDX11,11.856625914654721,No Fat,0.056836767070316034,Health and Hygiene,104.7019183172554,OUT034,2017,Small,Tier 1,Shopping Complex,27.990506564293582
FDN16,,low fat,0.10524000060293948,Canned,190.44064442279435,OUT053,2008,Small,Tier 1,Grocery Store,1405.563184915329
FDX15,15.686952658904323,Low Fat,0.08112658349551291,Others,192.70960719649275,OUT004,2014,Very High,Tier 2 ,Supermarket,637.6385504590007
FDN18,13.963631610766278,LF,0.08123312550602879,Baking Goods,149.9502194238049,OUT015,2006,High,Tier 1, Hypermarket ,-706.3640628670944
FDX10,8.925896971141015,LF,0.14058145365552913,Canned,120.08250731364096,OUT059,2009,Medium ,Tier 1,Grocery Store,789.2892104650555
FDA09,17.0469221063408,low fat,0.06303713630897304,Hard Drinks,118.47308690661953,OUT024,2011,Small,Rural,Shopping Complex ,1033.62124445204
DRC14,19.501332952877043,No Fat,0.03929147366878586,Canned,116.38638639685827,OUT047,2010,High,Rural,Grocery Store,-23.554826271592106
DRC05,14.075704496378943,Regular,0.041104894429048175,Snack Foods,78.40616401022281,OUT018,2020,Very High,Tier 2,DCO ,-552.0673384753769
FDX15,14.215207680117784,Low Fat,0.35,Hard Drinks,320.0,OUT039,2005,High,Rural,Hypermarket,2253.293216579719
DRC01,8.859405905364085, No Fat ,0.07575757843990838,Baking Goods,,OUT045,2017,Small,Tier 1,Shopping Complex,
FDA03,8.815934337357692,LF,0.017625918594682252,Breakfast,71.9005398738482,OUT035,2015,High,Rural,Hypermarket,1505.8476710697287
FDA08,7.189897390312612,low fat,0.06886949003167533,Meat,118.65633839119187,OUT011,2013,High,Tier 2,Supermarket,16.11581006073652
FDN04,14.852470350838363,low fat,0.08341818881071401,Canned,166.05874179536505,OUT051,2018,Hgh,Tier 1,Hypermarket,649.1855994092632
FDN14,19.952384928315617,L.F.,0.1156711752194849,Drinks,140.55959139365106,OUT035,2006,Tiny,Rural,Hypermarket,626.1626860928694
FDA21,,Regular,0.07841218260458072,Baking Goods,112.02862556655936,OUT012,2015,High,Countryside,Hypermarket,320.1977729233346
FDA21,6.301057788898372,No Fat,0.0721797835968749,Vegetables,,OUT031,2015,High,Tier 2,Shopping Complex,
FDA24,10.778590025267878,Regular,0.10683691910569573,Fruits and Veggies,91.82241250337853,OUT036,2010,High,Tier 2,Hypermarket,248.95036593439045
DRC09,10.567673825218787,Low Fat,0.00805897959151486,Seafood,184.47908729259257,OUT039,2012,Medium,Tier 2,Hypermarket,421.9635606575531
FDX12,18.84754666941616,low fat ,0.13566153377955698,Baking Goods,99.99799478954773,OUT008,2019,Small,,Shopping Complex,997.9175275786586
FDN01,9.457054041476411,Regular,0.03634580321658991,Vegetables,92.09998950327613,OUT057,2012,Very High ,Tier 2,Hypermarket,1059.1574212534895
FDN10,16.589442759922857,Zero Fat,0.12076645330932424,Household,130.65968609537546,OUT056,2006,High,Tier 3 ,Supermarket,177.91563670150595
FDA09,13.337373183195101,low fat,0.2897130681682606,Frozen Foods,90.42671076734058,OUT024,2014,High,Tier 2,Supermarket,422.04696583676196
FDA14,11.595506300492213,LF,0.02719985522262697,Baking Goods,113.24040891769383,OUT053,2015,Medium,Tier 2,Hypermarket,-367.66913747801686
FDN09,15.762727116435432,Regular,0.0642318677418026,Hard Drinks,50.61185878883833,OUT034,2006,,Tier 1,DCO,73.26738129167657
DRC12,11.604093377424734,LF,0.06313527174914281,Frozen Foods,182.4939199603587,OUT047,2011,High,Tier 2,DCO,734.964924760072
FDX08,10.524747448219276,reg,0.05468338051841511,Soft Drinks,138.95481665318366,OUT029,2019,Very High,Tier 2,Hypermarket,60.62445151410884
FDN02,16.06638585880045,Regular,0.11158459590857953,Baking Goods,152.43773656534253,OUT031,2011,Medium,Rural Area,Grocery Store,540.9524933756613
FDN11,9.372139632472624,LF,0.06912323919308058,Baking Goods,244.74302401849997,OUT001,2017,Medium,Tier 1,Hypermarket,1132.8283715073944
FDA17,6.684141567432098,LF,0.0695567309389657,Drinks,138.31085805842577,OUT017,2017,Very High,Tier 1,Shopping Complex,839.0636097762487
DRC01,23.607654282699446,Low Fat,0.13785858126460454,Baking Goods,224.1523072977555,OUT032,2017,High,Tier 3,Hypermarket,1545.4394260080962
FDA10,10.436560024976664,reg,0.03295967232343951,Breads,108.8477111352762,OUT032,2020,Very High,Tier 3,DCO,656.7962591139859
FDN08,16.39158209966967,reg,0.055530236765736055,Others,176.6655998025215,OUT056,2011,SML,Tier 2,Supermarket,1077.3904926986659
FDX12,9.904101290250662,LF,0.20052804930353113,Drinks,128.51396062987723,OUT030,2005,Very High,Tier 2,Hypermarket,438.03993359991154
FDA05,16.98733562372069,reg,,Baking Goods,118.20762849707751,OUT045,2019,Very High,Tier 2,Supermarket,
FDN11,14.78234834247528,Low Fat,0.026918190983777124,Others,205.61582047203467,OUT033,2007,Very High,Rural,Grocery Store,1267.5938273595225
FDN19,10.373181673371159,reg,0.07113629693692382,Frozen Foods,142.00711068290107,OUT029,2015,Small,Tier 2,Shopping Complex,783.5636093301898
FDA04,11.156263137313044,Regular,0.08434139001897438,Snack Foods,124.07196052119501,OUT038,2014,Hgh,Tier 2,Hypermarket,756.5970655777808
FDN02,12.797272976133394,Regular,0.08293902066721782,Breads,104.57673381000546,OUT024,2013,High,Tier 1,Supermarket,769.2467403954794
DRC02,19.657898115501855,Regular,0.03845993937474438,Household,167.93479760264375,OUT033,2007,Mega,Rural,Shopping Complex,-62.77022724442338
FDA21,4.817692338861457, Regular ,1.1216396341951733,Baking Goods,133.67657532316557,OUT040,2006,High,Rural,Dist. Center,1222.8636541594917
FDN09,7.428685583766983,Low Fat,0.050790802198237485,Baking Goods,158.99808761151075,OUT051,2014,Very High,Tier 1,Shopping Complex,597.0610779121677
FDA23,,LF,0.1353167971897276,Hard Drinks,99.83346679731275,OUT016,2018,Very High,Tier 2,DCO,867.2981426145104
FDA18,8.933535851580025,LF,0.033132363335298,Baking Goods,108.17831243766628,OUT034,2016,Very High,Tier 1,Supermarket,491.50169019507905
FDA03,12.72252389383751,low fat,0.1332449772007072,Baking Goods,65.47277995122757,OUT049,2011,,Tier 1,Supermarket,451.45680508332583
FDA14,9.432192320975421,LF,0.05081972505422153,Drinks,245.81266877503606,OUT010,2011,Medium,Tier 3,Hypermarket,1015.0584416301136
FDA10,23.20755300638794,low fat,0.06932447460675707,Seafood,147.06212582764488,OUT047,2012,Very High,Tier 1, Grocery Store ,1214.5340990859463
FDN13,7.956278219135623,Low Fat,0.10891097690271613,Soft Drinks,136.67597184384363,OUT055,2017, High ,Tier 1,Supermarket,587.8558437789849
FDN09,22.29509396836118,LF,0.10933845959070397,Hard Drinks,199.60111337380488,OUT041,2005,Medium,Rural,Shopping Complex,417.6063469186497
FDX07,13.276809549613633,low fat,0.2639440032815478,Baking Goods,187.61476095539388,OUT046,2017,High,Tier 1,Shopping Complex,1285.6063198072693
FDX04,11.914733639504977,reg,0.045168515235347685,Meat,172.00592266206485,OUT045,2010,Large,Tier 1,Hypermarket,1257.7421047690927
FDA13,10.265061726150462,Regular,0.033134697232673566,Household,202.7732087237989,OUT012,2005,Small,Tier 3,Hypermarket,439.09913442153396
FDX13,9.980671419404604,reg,0.1621311283538885,Dairy,90.9776341438606,OUT058,2008,SML,Rural,Shopping Complex,545.6376014849143
FDA01,7.851623210263217,low fat ,0.069876256314413,Soft Drinks,118.51678244837082,OUT036,2020,Medium,Tier 2,Shopping Complex,142.21737087424935
FDX08,20.328817084496574,reg,0.01291745291468448,Baking Goods,118.73061680139985,OUT008,2017,Very High,Tier 2,DCO,607.3373438754883
FDA06,,reg,0.05918313808164728,Starchy Foods,143.71041767247846,OUT048,2008,High,Rural,Supermarket,142.01190351719595
FDX10,13.789211646783974,reg,0.03739136510864609,Canned,47.52832110361919,OUT023,2009,Small,Tier 3,Super Market,688.629512752676
FDX17,12.910185905485912,Low Fat,0.08155743859201063,Baking Goods,203.66760619560753,OUT053,2005,High,Tier 1,Grocery Store,1196.3298098532478
FDA08,10.089048679736276,low fat,0.12425750503567318,Others,98.26763412522676,OUT018,2016,High,Tier 1, DCO ,258.89994565459983
FDA21,15.84460253161379,No Fat,0.2146610395645702,Baking Goods,195.2780854218085,OUT021,2013,High,Rural,Grocery Store,592.1111614406884
FDA04,19.721967816163033,low fat,0.08085943090629175,Hard Drinks,188.7492712912386,OUT029,2010,Very High,Tier 1,Supermarket,1348.1059163973275
FDN18,12.670283900797084,Regular,0.06912382536072514,Frozen Foods,185.7053709681175,OUT045,2021,Very High,Rural,DCO,555.2332160776855
FDX12,10.614742360274878,reg,0.1139292505482495,Soft Drinks,,OUT006,2018,Medium,Tier 3,Shopping Complex,
FDA08,9.405438507790276,low fat,0.04522032946538395,Hard Drinks,152.28560922272774,OUT054,2014,Small, Rural ,Grocery Store,793.1747981729051
FDA13,,Low Fat ,0.12153564582245671,Breads,117.1789449938151,OUT053,2006,High,Tier 2,Grocery Store,416.48772848834096
FDX09,13.260495234903878, reg ,0.10548311998802631,Soft Drinks,165.3729451017779,OUT007,2007,Very High,Tier 3,Supermarket,860.1530166375358
FDA20,13.689917194254043,low fat,0.026147878334398758,Canned,154.70703254339335,OUT044,2015,Small,Rural,DCO,550.3606515146528
FDA15,17.46307430096151,No Fat,0.032742040877594775,Baking Goods,153.311543638456,OUT005,2006,Small,Tier 1,Hypermarket ,127.188624264503
